product_id,ten_san_pham,loai,thanh_phan,quy_cach,cong_dung,trieu_chung,nguyen_nhan,doi_tuong_cay_trong,thoi_diem_xu_ly,huong_dan_su_dung,an_toan_su_dung,gia,url_img
sp416,KALI MAGIE SULPHATE,phan_bon,K2O: 22%; MgO: 11%; S: 22%; không chứa Clo,Bao 25kg,"Bổ sung Kali-Magie-Lưu huỳnh, phù hợp cây mẫn cảm Clo","Lá già vàng, trái nhạt, cây kém xanh bền",Thiếu Kali-Magie hoặc không phù hợp dùng KCl nhiều,"Sầu riêng, cam quýt, cà phê, thuốc lá, rau màu","Giai đoạn nuôi trái, sau thu hoạch, trước ra hoa","Bón 100-300kg/ha; cây ăn trái 0,5-2kg/gốc",Không bón sát gốc; tưới nước sau bón,Khoảng 430.000 - 620.000 VNĐ/bao,IMG/sp416
sp417,PHÂN BÓN LÁ BO CANXI MAGIE,phan_bon,CaO: 10%; MgO: 4%; B: 2%; amino acid,Chai 500ml,"Tăng cứng mô, tăng đậu trái, giảm rụng và nứt trái","Hoa rụng, trái non yếu, vỏ trái mỏng",Thiếu Canxi-Magie-Bo trong giai đoạn ra hoa và nuôi trái,"Cây ăn trái, cà chua, ớt, dưa, cà phê","Trước ra hoa, sau đậu trái, giai đoạn trái lớn",Pha 20-30ml/bình 16 lít; phun 7-10 ngày/lần,Không pha với phân lân đậm đặc; phun chiều mát,Khoảng 90.000 - 135.000 VNĐ,IMG/sp417
sp418,NPK 14-7-28 + TE,phan_bon,"N: 14%; P2O5: 7%; K2O: 28%; MgO: 2%; B, Zn",Bao 25kg,"Dưỡng trái, tăng độ chắc trái, giúp cây cứng và xanh bền","Trái lớn chậm, vỏ mềm, lá già vàng mép",Thiếu Kali và trung vi lượng trong giai đoạn nuôi trái,"Cây ăn trái, dưa, ớt, cà chua, cà phê",Sau đậu trái đến trước thu hoạch,"Bón 0,5-2kg/gốc; rau màu 200-400kg/ha",Cân đối nước tưới; tránh bón quá liều Kali,Khoảng 460.000 - 630.000 VNĐ/bao,IMG/sp418
sp419,NPK 30-5-5 + TE,phan_bon,"N: 30%; P2O5: 5%; K2O: 5%; Mg, Fe, Zn",Gói 500g,"Kích lá, phục hồi cây xanh nhanh sau thu hoạch hoặc sau cắt","Lá vàng nhạt, chồi yếu, cây suy",Thiếu đạm và vi lượng trong giai đoạn sinh trưởng thân lá,"Rau ăn lá, cây ăn trái sau thu hoạch, hoa kiểng","Sau cắt tỉa, sau thu hoạch, cây con cần phát triển lá",Pha 20-30g/bình 16 lít; phun 1-2 lần cách 7 ngày,Không dùng khi cây chuẩn bị ra hoa; tránh lạm dụng đạm,Khoảng 55.000 - 80.000 VNĐ,IMG/sp419
sp420,PHÂN BÓN LÁ 0-52-34 MKP,phan_bon,P2O5: 52%; K2O: 34%; dạng MKP tan hoàn toàn,Gói 1kg,"Hỗ trợ ra hoa, chắc trái, tăng Lân-Kali nhanh qua lá","Ra hoa ít, trái non yếu, cây tốt lá",Thiếu Lân-Kali hoặc bón dư đạm làm cây chậm ra hoa,"Xoài, nhãn, sầu riêng, hoa, rau ăn trái",Trước ra hoa và sau đậu trái non,Pha 20-30g/bình 16 lít; phun 2 lần cách 7 ngày,Không pha với Canxi; bảo quản kín tránh hút ẩm,Khoảng 120.000 - 170.000 VNĐ,IMG/sp420
sp421,EMAMECTIN + CHLORANTRANILIPROLE,thuoc_tru_sau,Emamectin benzoate: 2%; Chlorantraniliprole: 10%; dạng WG,Gói 100g,"Trừ sâu tơ, sâu xanh, sâu đục trái và sâu keo tuổi nhỏ","Lá bị ăn khuyết, trái có lỗ đục, nõn bắp bị sâu phá",Sâu non bộ cánh vảy phát sinh mạnh và đục sâu vào mô cây,"Rau màu, bắp, ớt, cà chua, cây ăn trái",Phun sớm khi sâu tuổi 1-2,Pha 5-8g/bình 16 lít; phun kỹ tán lá và trái non,Luân phiên hoạt chất; không phun quá gần thu hoạch,Khoảng 100.000 - 155.000 VNĐ,IMG/sp421
sp422,CYANTRANILIPROLE + ABAMECTIN,thuoc_tru_sau,Cyantraniliprole: 80g/lít; Abamectin: 18g/lít,Chai 100ml,"Trừ bọ trĩ, sâu ăn lá, ruồi đục lá và nhện nhẹ","Đọt bạc, lá xoăn, đường đục ngoằn ngoèo trên lá","Bọ trĩ và sâu nhỏ gây hại mô non, phát sinh trong nhà màng","Dưa, ớt, cà chua, rau màu, hoa",Khi phát hiện bọ trĩ/sâu non mới xuất hiện,Pha 8-12ml/bình 16 lít; phun kỹ đọt và mặt dưới lá,Không phun lúc ong hoạt động; tuân thủ cách ly,Khoảng 130.000 - 200.000 VNĐ,IMG/sp422
sp423,SPINETORAM + SULFOXAFLOR,thuoc_tru_sau,Spinetoram: 40g/lít; Sulfoxaflor: 40g/lít,Chai 100ml,"Quản lý bọ trĩ, rệp, bọ phấn và sâu non trong nhà màng","Hoa cháy mép, đọt bạc, rệp/bọ phấn bám mặt dưới lá",Côn trùng chích hút và sâu nhỏ phát sinh liên tục trên mô non,"Ớt, dưa lưới, cà chua, hoa, rau màu","Khi mật số thấp đến trung bình, phun sớm","Pha 8-12ml/bình 16 lít; phun kỹ hoa, đọt, mặt dưới lá",Hạn chế phun khi có ong; luân phiên nhóm thuốc,Khoảng 160.000 - 240.000 VNĐ,IMG/sp423
sp424,INDOXACARB + NOVALURON,thuoc_tru_sau,Indoxacarb: 10%; Novaluron: 10%; dạng SC,Chai 100ml,Trừ sâu ăn lá và cắt vòng đời sâu non,"Lá thủng, sâu non nhiều lứa, sâu tái phát nhanh",Trứng nở kéo dài và sâu non phát triển liên tục,"Rau cải, đậu, bắp, ớt, hoa",Khi sâu tuổi nhỏ đến trung bình,Pha 10-15ml/bình 16 lít; phun ướt đều mặt lá,Không dùng liên tục; tác động ức chế sinh trưởng cần phun sớm,Khoảng 95.000 - 145.000 VNĐ,IMG/sp424
sp425,CARTAP + FIPRONIL,thuoc_tru_sau,Cartap hydrochloride: 40%; Fipronil: 5%; dạng WG,Gói 100g,"Trừ sâu đục thân, sâu cuốn lá, bọ trĩ và côn trùng đất theo nhãn","Dảnh héo, bông bạc, lá cuốn, cây con bị cắn gốc",Sâu đục thân/côn trùng đất gây hại trong thân và vùng gốc,"Lúa, bắp, mía, rau màu theo nhãn",Khi sâu tuổi nhỏ hoặc xử lý sớm giai đoạn mẫn cảm,Pha 8-12g/bình 16 lít; lúa phun đủ lượng nước,Không để thuốc chảy xuống ao hồ; bảo hộ đầy đủ,Khoảng 80.000 - 125.000 VNĐ,IMG/sp425
sp426,PYMETROZINE + DINOTEFURAN,thuoc_tru_sau,Pymetrozine: 40%; Dinotefuran: 10%; dạng WG,Gói 100g,"Trừ rầy nâu, rệp, bọ phấn bằng tác động ngừng chích hút và lưu dẫn","Lúa vàng từng chòm, rầy bám gốc, lá xoăn do rệp",Côn trùng chích hút mật số cao trong ruộng/vườn rậm,"Lúa, rau màu, cây ăn trái",Khi rầy/rệp tuổi nhỏ đến trung bình,Pha 5-8g/bình 16 lít; phun kỹ gốc lúa hoặc mặt dưới lá,Không phun trễ khi cháy rầy nặng; luân phiên nhóm thuốc,Khoảng 90.000 - 140.000 VNĐ,IMG/sp426
sp427,FLONICAMID + PYRIPROXYFEN,thuoc_tru_sau,Flonicamid: 30%; Pyriproxyfen: 10%; dạng WG,Gói 50g,"Quản lý rệp, bọ phấn cả trưởng thành và ấu trùng","Lá xoăn, mật ngọt, bọ phấn bay khi rung cây",Côn trùng chích hút sinh sản liên tục ở mặt dưới lá,"Dưa, cà chua, ớt, hoa, cây ăn trái",Khi có nhiều rệp/bọ phấn non,Pha 3-5g/bình 16 lít; phun kỹ mặt dưới lá,Tác động có thể chậm; cần phun sớm và theo dõi sau phun,Khoảng 110.000 - 170.000 VNĐ,IMG/sp427
sp428,SPIROMESIFEN + ABAMECTIN,thuoc_tru_sau,Spiromesifen: 200g/lít; Abamectin: 18g/lít,Chai 100ml,"Đặc trị nhện đỏ, bọ phấn, bọ trĩ nhẹ","Lá vàng chấm, mạng nhện mỏng, bọ phấn mặt dưới lá",Nhện và côn trùng nhỏ phát sinh khi khô nóng,"Dưa, ớt, cà chua, hoa, cam quýt",Khi nhện/bọ phấn mới tăng mật số,Pha 8-12ml/bình 16 lít; phun kỹ mặt dưới lá,Không phun khi cây thiếu nước; luân phiên thuốc diệt nhện,Khoảng 135.000 - 200.000 VNĐ,IMG/sp428
sp429,BEAUVERIA + METARHIZIUM,thuoc_tru_sau,Beauveria bassiana + Metarhizium anisopliae ≥ 10^9 CFU/g,Gói 1kg,"Sinh học quản lý rầy, rệp, bọ cánh cứng, côn trùng đất","Côn trùng đất cắn rễ, rệp/rầy xuất hiện rải rác",Sâu hại phát sinh trong điều kiện ẩm và hệ thiên địch yếu,"Rau màu, lúa, cây ăn trái, cà phê, mía",Khi mật số thấp hoặc xử lý đất đầu vụ,Pha 1kg/400 lít nước tưới/phun; phun chiều mát,Không pha với thuốc nấm hóa học; cần ẩm độ để nấm phát huy,Khoảng 120.000 - 190.000 VNĐ,IMG/sp429
sp430,BT + NEEM SINH HỌC,thuoc_tru_sau,Bacillus thuringiensis; Azadirachtin 1000ppm; phụ gia sinh học,Gói/Chai 500g/ml,Hỗ trợ trừ sâu non và xua đuổi sâu rầy trong canh tác an toàn,"Sâu non ăn lá, rệp/bọ trĩ xuất hiện nhẹ",Sâu non mới nở và côn trùng nhỏ phát sinh ở mô non,"Rau hữu cơ, hoa, cây cảnh, cây ăn trái",Khi sâu tuổi nhỏ hoặc phun phòng IPM,Pha 30-50ml hoặc 20-30g/bình 16 lít; phun chiều mát,Không pha thuốc sát khuẩn mạnh; lặp lại sau mưa,Khoảng 90.000 - 150.000 VNĐ,IMG/sp430
sp431,METALAXYL-M + COPPER,thuoc_tru_benh,Metalaxyl-M: 4%; Copper hydroxide: 40%; dạng WP,Gói 100g,"Phòng trị thối rễ, xì mủ, sương mai và bệnh bề mặt sau mưa","Rễ thối, thân xì mủ, lá úng vàng",Nấm Phytophthora/Pythium phát triển trong đất ẩm,"Sầu riêng, cam quýt, hồ tiêu, dưa, rau màu","Đầu mùa mưa, sau mưa kéo dài, khi bệnh chớm",Pha 25-35g/bình 16 lít; phun hoặc tưới gốc theo nhãn,Cải thiện thoát nước; không pha phân lân đậm đặc,Khoảng 70.000 - 110.000 VNĐ,IMG/sp431
sp432,FOSETYL-AL + MANCOZEB,thuoc_tru_benh,Fosetyl-Aluminium: 35%; Mancozeb: 35%; dạng WP,Gói 100g,"Phòng trị sương mai, thối rễ, nấm giả bằng lưu dẫn và tiếp xúc","Lá úng vàng, mốc mặt dưới, cây héo sau mưa",Nấm giả phát triển khi ẩm độ cao và thoát nước kém,"Dưa, khoai tây, nho, hồ tiêu, cây ăn trái",Trước/sau mưa hoặc khi bệnh mới chớm,Pha 25-40g/bình 16 lít; phun đều tán,Luân phiên thuốc; không phun quá gần thu hoạch,Khoảng 65.000 - 100.000 VNĐ,IMG/sp432
sp433,PROPAMOCARB + FOSETYL,thuoc_tru_benh,Propamocarb: 530g/lít; Fosetyl-Al: 310g/lít,Chai 100ml,"Đặc trị thối rễ, chết cây con, sương mai do nấm giả","Cây con rũ, gốc thối, lá úng nước","Pythium, Phytophthora phát sinh trong đất/giá thể quá ẩm","Dưa, cà chua, rau màu, hoa, vườn ươm","Xử lý giá thể, sau trồng, khi bệnh mới chớm",Pha 15-25ml/bình 16 lít tưới gốc hoặc phun theo nhãn,Cải thiện thoát nước; không tưới quá ẩm sau xử lý,Khoảng 110.000 - 170.000 VNĐ,IMG/sp433
sp434,CYMOXANIL + FAMOXADONE,thuoc_tru_benh,"Cymoxanil: 30%; Famoxadone: 22,5%; dạng WG",Gói 100g,"Trị sương mai, mốc sương, thán thư nhẹ trên rau màu","Lá úng, mặt dưới mốc trắng, vết bệnh lan nhanh",Nấm giả phát triển mạnh trong điều kiện mưa lạnh,"Dưa, khoai tây, cà chua, nho, rau màu",Khi bệnh mới xuất hiện hoặc trước mưa,Pha 5-8g/bình 16 lít; phun 2 lần cách 5-7 ngày,Không dùng liên tục một nhóm thuốc; tuân thủ cách ly,Khoảng 95.000 - 145.000 VNĐ,IMG/sp434
sp435,MANDIPROPAMID + CHLOROTHALONIL,thuoc_tru_benh,Mandipropamid: 50g/lít; Chlorothalonil: 400g/lít,Chai 500ml,"Phòng trị sương mai, mốc sương kết hợp bảo vệ bề mặt","Lá vàng úng, mốc mặt dưới, bệnh lan sau mưa",Nấm giả phát sinh trong điều kiện ẩm kéo dài,"Dưa, cà chua, khoai tây, nho",Phun phòng trước mưa hoặc khi bệnh chớm,Pha 20-30ml/bình 16 lít; phun phủ đều tán,Luân phiên hoạt chất; mang bảo hộ khi phun,Khoảng 145.000 - 220.000 VNĐ,IMG/sp435
sp436,AZOXYSTROBIN + BOSCALID,thuoc_tru_benh,Azoxystrobin: 120g/lít; Boscalid: 200g/lít,Chai 100ml,"Trị thán thư, đốm lá, mốc xám và bệnh hoa trái","Hoa cháy, trái đốm nâu, lá có đốm lan",Nấm bệnh tấn công giai đoạn hoa-trái trong điều kiện ẩm,"Dâu tây, nho, xoài, dưa, rau ăn trái","Trước/sau mưa, giai đoạn ra hoa đậu trái",Pha 8-12ml/bình 16 lít; phun kỹ hoa và trái,Luân phiên nhóm SDHI/strobilurin; tuân thủ cách ly,Khoảng 160.000 - 240.000 VNĐ,IMG/sp436
sp437,PYRACLOSTROBIN + FLUXAPYROXAD,thuoc_tru_benh,Pyraclostrobin: 167g/lít; Fluxapyroxad: 333g/lít,Chai 100ml,"Phòng trị đốm lá, rỉ sắt, phấn trắng và bệnh khó trị","Lá đốm cháy, ổ rỉ nâu, phấn trắng trên lá",Nấm bệnh phát triển trong mùa ẩm và áp lực bệnh cao,"Cà phê, đậu, rau màu, cây ăn trái theo nhãn",Khi bệnh chớm hoặc phun phòng giai đoạn mẫn cảm,Pha theo nhãn; thường 6-10ml/bình 16 lít,Không dùng liên tục nhóm SDHI; đọc kỹ nhãn,Khoảng 180.000 - 280.000 VNĐ,IMG/sp437
sp438,DIFENOCONAZOLE + CYPRODINIL,thuoc_tru_benh,Difenoconazole: 125g/lít; Cyprodinil: 375g/lít,Chai 100ml,"Trị thán thư, thối hoa, mốc xám và bệnh trên trái","Hoa mốc, trái đốm lõm, vết bệnh lan khi ẩm",Nấm Colletotrichum/Botrytis phát triển trong mùa mưa,"Xoài, nho, dâu tây, rau ăn trái, hoa","Giai đoạn hoa, trái non hoặc khi bệnh mới chớm",Pha 8-12ml/bình 16 lít; phun phủ hoa và trái,Tuân thủ thời gian cách ly; tăng thông thoáng tán,Khoảng 150.000 - 230.000 VNĐ,IMG/sp438
sp439,PROCHLORAZ + CARBENDAZIM,thuoc_tru_benh,Prochloraz: 250g/lít; Carbendazim: 150g/lít,Chai 100ml,"Đặc trị thán thư, lem lép hạt, nấm trái sau mưa","Trái có vết đen lõm, bông lúa lem, lá đốm đen",Nấm Colletotrichum và nấm hại hạt phát sinh khi ẩm,"Xoài, thanh long, ớt, lúa, cây ăn trái","Khi bệnh mới chớm, trước/sau mưa",Pha 8-12ml/bình 16 lít; phun đều vùng bệnh,Luân phiên hoạt chất; không dùng quá sát thu hoạch,Khoảng 90.000 - 140.000 VNĐ,IMG/sp439
sp440,KASUGAMYCIN + VALIDAMYCIN,thuoc_tru_benh,Kasugamycin: 2%; Validamycin A: 5%; dạng SL,Chai 500ml,Hỗ trợ bệnh vi khuẩn và khô vằn trên lúa/rau,"Lá cháy mép, bẹ có vết khô vằn, mô cây ướt nước",Vi khuẩn và nấm Rhizoctonia phát triển trong điều kiện ẩm,"Lúa, rau màu theo nhãn","Khi bệnh mới chớm, sau mưa kéo dài",Pha 25-35ml/bình 16 lít; phun 2 lần cách 5-7 ngày,Không lạm dụng kháng sinh nông nghiệp; dùng đúng nhãn,Khoảng 85.000 - 130.000 VNĐ,IMG/sp440
sp441,COPPER + ZINC NANO,thuoc_tru_benh,Nano đồng: 5000ppm; nano kẽm: 3000ppm; phụ gia bám dính,Chai 500ml,Hỗ trợ phòng nấm khuẩn bề mặt và bổ sung vi lượng,"Lá đốm nhẹ, trái sẹo, đọt yếu sau mưa",Nấm khuẩn xâm nhập qua vết thương; thiếu vi lượng làm cây yếu,"Rau màu, cây ăn trái, hoa, cà phê","Sau mưa, sau cắt tỉa, trước mùa bệnh",Pha 20-30ml/bình 16 lít; phun phủ đều tán,Không pha phân lân đậm đặc; tránh dùng quá liều trên lá non,Khoảng 120.000 - 180.000 VNĐ,IMG/sp441
sp442,BICARBONATE + LƯU HUỲNH,thuoc_tru_benh,Potassium bicarbonate: 60%; Sulfur: 20%; dạng WP,Gói 500g,"Hỗ trợ phòng trị phấn trắng, nấm bề mặt và nhện nhẹ","Lá phủ phấn trắng, đọt xoăn, có chấm vàng nhẹ","Nấm phấn trắng và nhện phát sinh khi khô nóng, ẩm độ dao động","Dưa, nho, hoa hồng, rau màu",Khi bệnh mới chớm hoặc phun phòng,Pha 15-25g/bình 16 lít; phun đều hai mặt lá,Không phun khi trời quá nóng; không phối dầu khoáng gần thời điểm phun,Khoảng 80.000 - 120.000 VNĐ,IMG/sp442
sp443,NANO LƯU HUỲNH,thuoc_tru_benh,Lưu huỳnh nano: 20%; phụ gia phân tán,Chai 500ml,"Phòng phấn trắng, hỗ trợ quản lý nhện nhẹ và nấm bề mặt","Lá có phấn trắng, lá non xoăn nhẹ, nhện xuất hiện rải rác",Nấm phấn trắng phát sinh trên bề mặt lá trong điều kiện thuận lợi,"Nho, dưa, hoa hồng, rau màu, cây ăn trái","Khi bệnh mới chớm, trước mùa bệnh",Pha 20-30ml/bình 16 lít; phun sáng sớm/chiều mát,Không phối dầu khoáng; tránh phun khi nhiệt độ cao,Khoảng 95.000 - 150.000 VNĐ,IMG/sp443
sp444,CHẾ PHẨM VI SINH PHÒNG HÉO RŨ,thuoc_tru_benh,Bacillus subtilis + Trichoderma spp. + Streptomyces spp. ≥ 10^8 CFU/g,Gói 1kg,"Đối kháng nấm đất gây héo rũ, thối rễ, chết cây con","Cây héo xanh/héo rũ, rễ nâu, chết từng chòm","Nấm đất phát triển do trồng liên tục, đất ẩm và thiếu vi sinh có lợi","Dưa, cà chua, ớt, rau màu, hồ tiêu","Trước trồng, sau mưa dầm, khi bệnh mới xuất hiện",Trộn 1kg với phân hữu cơ hoặc tưới 1kg/400 lít nước,Không dùng cùng thuốc nấm hóa học mạnh; kết hợp luân canh,Khoảng 110.000 - 170.000 VNĐ,IMG/sp444
sp445,TRICHODERMA + CHITOSAN,thuoc_tru_benh,Trichoderma spp. ≥ 10^8 CFU/g; Chitosan: 3%; hữu cơ nền,Gói 1kg,Vừa đối kháng nấm đất vừa kích hoạt đề kháng vùng rễ,"Rễ yếu, cây vàng, gốc thối nhẹ",Nấm đất và sức đề kháng cây suy giảm sau mưa/úng,"Rau màu, cây ăn trái, hồ tiêu, cà phê","Bón lót, sau thu hoạch, đầu mùa mưa",Trộn 1kg với phân hữu cơ hoặc tưới 1kg/400 lít nước,Không pha thuốc sát nấm mạnh; giữ đất thông thoáng,Khoảng 120.000 - 190.000 VNĐ,IMG/sp445
sp446,PHOSPHITE ĐỒNG KẼM,thuoc_tru_benh,Phosphite: 25%; Cu: 3%; Zn: 2%; K2O: 10%,Chai 1 lít,"Tăng đề kháng, hỗ trợ phòng xì mủ, thối rễ và nấm khuẩn nhẹ","Thân xì nhựa, lá vàng, rễ thâm, cây suy",Phytophthora và nấm khuẩn phát triển khi đất ẩm,"Sầu riêng, cam quýt, hồ tiêu, cà phê, cây ăn trái","Trước mùa mưa, sau mưa kéo dài, khi bệnh chớm",Pha 30-50ml/bình 16 lít; tưới gốc theo nhãn,Không pha với thuốc kiềm mạnh; kết hợp thoát nước,Khoảng 180.000 - 270.000 VNĐ,IMG/sp446
sp447,"BISPYRIBAC + CYHALOFOP + 2,4-D",thuoc_tru_co,"Bispyribac-sodium; Cyhalofop-butyl; 2,4-D dạng hỗn hợp",Chai 250ml,"Trừ hỗn hợp cỏ lúa gồm cỏ hòa bản, lá rộng và chác","Ruộng lúa nhiều loại cỏ, lúa bị cạnh tranh mạnh",Cỏ phát triển sau sạ do hạt cỏ tồn lưu và quản lý nước chưa tốt,Lúa sạ theo nhãn,"Sau sạ 10-18 ngày, cỏ còn non","Pha theo nhãn; rút nước trước phun, đưa nước lại sau 1-2 ngày",Không phun lúa yếu; tránh gió tạt sang rau màu,Khoảng 120.000 - 180.000 VNĐ,IMG/sp447
sp448,PENOXSULAM + BENTAZONE,thuoc_tru_co,Penoxsulam: 20g/lít; Bentazone: 400g/lít,Chai 500ml,"Trừ cỏ hậu nảy mầm trên lúa, mạnh với cỏ lá rộng và chác","Cỏ chác, rau mác, cỏ lá rộng mọc xen lúa",Cỏ dại phát triển sau sạ trong ruộng đủ ẩm,"Lúa sạ, lúa cấy theo nhãn",Sau sạ 12-22 ngày,Pha theo nhãn; phun khi cỏ đang sinh trưởng,Không dùng khi lúa stress phèn/mặn; tránh chồng liều,Khoảng 140.000 - 210.000 VNĐ,IMG/sp448
sp449,FLORPYRAUXIFEN-BENZYL,thuoc_tru_co,Florpyrauxifen-benzyl: 25g/lít; dạng EC,Chai 100ml,"Trừ cỏ lá rộng, chác lác và một số cỏ khó trị trên lúa","Cỏ lá rộng/chác mọc dày, lúa phát triển yếu",Cỏ cạnh tranh dinh dưỡng trong giai đoạn lúa non,Lúa theo nhãn,Sau sạ/cấy khi lúa đủ tuổi và cỏ còn non,Pha theo nhãn; phun đều và quản lý nước đúng kỹ thuật,Tránh gió tạt; dùng đúng giai đoạn an toàn cho lúa,Khoảng 150.000 - 230.000 VNĐ,IMG/sp449
sp450,QUIZALOFOP-P-ETHYL 10EC,thuoc_tru_co,Quizalofop-P-ethyl: 100g/lít,Chai 500ml,Trừ cỏ hòa bản trong cây trồng lá rộng,"Cỏ chỉ, cỏ đuôi phụng, cỏ lồng vực mọc xen luống",Cỏ hòa bản phát triển nhanh và tái sinh sau làm cỏ,"Đậu, lạc, rau màu lá rộng, cây ăn trái theo nhãn",Khi cỏ 3-6 lá và đang xanh tốt,Pha 25-40ml/bình 16 lít; phun tập trung lên lá cỏ,Không dùng trên lúa/bắp/mía; tránh gió tạt,Khoảng 115.000 - 175.000 VNĐ,IMG/sp450
sp451,FLUMIOXAZIN 51WG,thuoc_tru_co,Flumioxazin: 51% w/w,Gói 100g,Trừ cỏ tiền nảy mầm và cỏ lá rộng trong vườn cây lâu năm,"Cỏ non mọc dày dưới tán vườn, cạnh tranh phân nước","Hạt cỏ nảy mầm sau mưa, đất trống dưới tán","Cây ăn trái, cao su, cà phê, đất không canh tác theo nhãn",Trước khi cỏ mọc hoặc cỏ rất non,"Pha theo nhãn; phun đều mặt đất, tránh lá non cây trồng",Không phun trúng thân xanh/lá non; tránh nước rửa trôi,Khoảng 130.000 - 200.000 VNĐ,IMG/sp451
sp452,CARFENTRAZONE-ETHYL 40DF,thuoc_tru_co,Carfentrazone-ethyl: 40% w/w,Gói 50g,"Trừ cỏ lá rộng tiếp xúc, làm cháy nhanh mô xanh của cỏ","Cỏ lá rộng mọc trong vườn, cỏ non bị cháy sau phun",Cỏ cạnh tranh dinh dưỡng và ánh sáng với cây trồng,"Vườn cây lâu năm, bờ ruộng, đất không canh tác theo nhãn",Khi cỏ còn non và đang sinh trưởng,"Pha theo nhãn; phun ướt đều lá cỏ, tránh cây trồng",Thuốc tiếp xúc dễ gây cháy cây nếu dính lá; phun lúc ít gió,Khoảng 95.000 - 150.000 VNĐ,IMG/sp452
sp453,SAFLUFENACIL 70WG,thuoc_tru_co,Saflufenacil: 70% w/w,Gói 50g,"Trừ cỏ lá rộng khó trị, tác động tiếp xúc nhanh","Cỏ lá rộng già, dây leo nhỏ, cỏ cháy nhanh sau phun",Cỏ dại cạnh tranh mạnh ở đất trống/vườn lâu năm,"Cây lâu năm, đất không canh tác theo nhãn",Khi cỏ đang sinh trưởng mạnh,Dùng đúng liều nhãn; phun tránh cây trồng chính,Không để dính lá/cành non; đọc kỹ nhãn về cây kế tiếp,Khoảng 130.000 - 200.000 VNĐ,IMG/sp453
sp454,GLYPHOSATE + GLUFOSINATE,thuoc_tru_co,Glyphosate: 240g/lít; Glufosinate-ammonium: 120g/lít,Chai 1 lít,"Trừ cỏ không chọn lọc, vừa cháy nhanh vừa tác động hệ thống","Cỏ hỗn hợp mọc dày trong vườn, cỏ lâu năm khó trị","Cỏ cạnh tranh nước và phân, có thân ngầm tái sinh","Vườn cây lâu năm, đất trước gieo trồng theo nhãn","Khi cỏ xanh tốt, không mưa sau phun",Pha 80-120ml/bình 16 lít; phun tránh cây trồng chính,Không để thuốc dính lá/cành xanh; bảo hộ đầy đủ,Khoảng 145.000 - 220.000 VNĐ,IMG/sp454
sp455,MSMA 720SL,thuoc_tru_co,MSMA: 720g/lít,Chai 1 lít,Trừ một số cỏ hòa bản và cỏ lá rộng trong cây trồng theo nhãn,"Cỏ mọc xen luống, cạnh tranh dinh dưỡng",Cỏ dại phát triển mạnh trong điều kiện đất ẩm,"Mía, bông, cỏ sân và đất không canh tác theo nhãn",Khi cỏ còn non và cây trồng ở giai đoạn cho phép,Pha theo nhãn; phun tránh cây mẫn cảm,Hoạt chất cần dùng đúng quy định; tránh ô nhiễm nguồn nước,Khoảng 150.000 - 230.000 VNĐ,IMG/sp455
sp456,DICAMBA 480SL,thuoc_tru_co,Dicamba dimethylamine salt: 480g/lít,Chai 500ml,Trừ cỏ lá rộng trong một số cây trồng và đất không canh tác theo nhãn,"Cỏ lá rộng mọc xen, cạnh tranh mạnh với cây trồng",Cỏ lá rộng tái sinh và phát triển nhanh sau mưa,"Bắp, mía, đồng cỏ, đất không canh tác theo nhãn",Khi cỏ đang sinh trưởng mạnh,Dùng đúng liều nhãn; phun khi ít gió để tránh bay hơi/tạt thuốc,Rất dễ gây hại cây lá rộng mẫn cảm; tránh phun gần rau/cây ăn trái non,Khoảng 130.000 - 190.000 VNĐ,IMG/sp456
sp457,GA3 + BO KẼM RA HOA,thuoc_kich_thich_sinh_truong,GA3 hàm lượng thấp; B: 2%; Zn: 2%; amino acid: 5%,Chai 250ml,"Hỗ trợ ra hoa đồng loạt, tăng sức sống hạt phấn","Hoa ra không đều, rụng nụ, đậu trái kém",Mất cân bằng hormone và thiếu Bo-Kẽm trước thụ phấn,"Cà phê, xoài, nhãn, rau ăn trái",Trước ra hoa và khi nụ phát triển,Pha 10-20ml/bình 16 lít; phun sương đều,Không dùng quá liều GA; tránh phun khi cây thiếu nước,Khoảng 75.000 - 115.000 VNĐ,IMG/sp457
sp458,AUXIN CHỐNG RỤNG TRÁI NON,thuoc_kich_thich_sinh_truong,"NAA: 0,5%; amino acid: 8%; Bo: 1%; CaO: 5%",Chai 500ml,"Giảm rụng trái non sinh lý, giúp cuống trái chắc hơn","Trái non vàng cuống, rụng sau mưa/nắng thất thường","Mất cân bằng auxin, thiếu Canxi-Bo hoặc cây stress","Cam quýt, xoài, nhãn, cà phê, rau ăn trái",Sau đậu trái 7-15 ngày,Pha 20-30ml/bình 16 lít; phun 1-2 lần cách 7 ngày,Không dùng quá liều; không phun lúc hoa đang ướt,Khoảng 90.000 - 140.000 VNĐ,IMG/sp458
